id,park_code,name,full_name,designation,description,street,city,state,zipcode,lat_long,url
CEC2A157-CDDC-4F11-BBE5-0AA2CEA35ADB,ozar,Ozark,Ozark National Scenic Riverways,National Scenic Riverways,"Ozark National Scenic Riverways is the first national park area to protect a river system. The Current and Jacks Fork Rivers are two of the finest floating rivers you'll find anywhere. Spring-fed, cold and clear they are a delight to canoe, swim, boat or fish. Besides these two famous rivers, the park is home to hundreds of freshwater springs, caves, trails and historic sites such as Alley Mill.",404 Watercress Drive,Van Buren,MO,63965,"lat:37.13968894, long:-91.25709817",https://www.nps.gov/ozar/index.htm
7F7E12D2-E295-41D2-8446-BBF5EEF2F8F2,pais,Padre Island,Padre Island National Seashore,National Seashore,"Padre Island National Seashore separates the Gulf of Mexico from the Laguna Madre, one of a few hypersaline lagoons in the world. The park protects 70 miles of coastline, dunes, prairies, and wind tidal flats teeming with life. It is a safe nesting ground for the Kemp’s ridley sea turtle and a haven for over 380 bird species. It also has a rich history, including the Spanish shipwrecks of 1554.",20420 Park Road 22,Corpus Christi,TX,78418,"lat:27.05381186, long:-97.35901135",https://www.nps.gov/pais/index.htm
3E8C5A4D-6302-4E50-9FCC-A9EC7BFBF1D6,paal,Palo Alto Battlefield,Palo Alto Battlefield National Historical Park,National Historical Park,"On May 8, 1846, United States and Mexican troops clashed on the prairie of Palo Alto. The battle was the first in a two-year long war that changed the map of North America. Palo Alto Battlefield National Historical Park preserves the site of this notable battle and provides an understanding of the causes, events, and consequences of the U.S.-Mexican War.",7200 Paredes Line Road,Brownsville,TX,78526,"lat:26.02387351, long:-97.46296072",https://www.nps.gov/paal/index.htm
9604169F-6A23-4E70-937B-3BE7315590F2,pagr,Paterson Great Falls,Paterson Great Falls National Historical Park,National Historical Park,"Cotton and silk fabrics; steam locomotives; continuous rolls of paper; airplane engines. What do these things have in common? They were all manufactured in the same place - Paterson, NJ. In 1792, Paterson was established, America's first planned industrial city, centered around the Great Falls of the Passaic River. From humble mills rose industries that changed the face of the United States.",72 McBride Avenue Extension,Paterson,NJ,07501,"lat:40.91584645, long:-74.18021494",https://www.nps.gov/pagr/index.htm
58BCDB2B-5A91-4892-8470-76D802313884,peri,Pea Ridge,Pea Ridge National Military Park,National Military Park,"On March 7-8, 1862, over 23,000 soldiers fought here to decide the fate of Missouri and was a turning point of the war in the West. The 4,300 acre battlefield honors those who fought and died on these grounds. Pea Ridge was the most pivotal Civil War battle west of the Mississippi River and is one of the most intact Civil War battlefields in the United States.",15930 E Hwy 62,Garfield,AR,72732,"lat:36.45438033, long:-94.03468357",https://www.nps.gov/peri/index.htm
0B61230F-375C-4392-BDF0-BB3FC43D2CFE,valr,Pearl Harbor,Pearl Harbor National Memorial,National Memorial,"At the Pearl Harbor National Memorial, learn about one of the most pivotal moments in US history: the attack on Pearl Harbor, and the subsequent entry of the United States into World War II.",Pearl Harbor Visitor Center,Honolulu,HI,96818,"lat:21.3670699388264, long:-157.938578897697",https://www.nps.gov/valr/index.htm
8CBA3879-59AB-4EFE-8523-1DC6F77FB212,peco,Pecos,Pecos National Historical Park,National Historical Park,"In the midst of piñon, juniper, and ponderosa pine woodlands of the Sangre de Cristo Mountains not far from Santa Fe, the remains of Indian pueblos stand as meaningful reminders of people who once prevailed. Pecos National Historical Park helps visitors explore the cultural exchange and geographic features that played such crucial roles in the rich history of the Pecos Valley.",Pecos National Historical Park,Pecos,NM,87552,"lat:35.54192238, long:-105.6814684",https://www.nps.gov/peco/index.htm
6282ABFA-00EF-413D-BE91-48D993A356F4,paav,Pennsylvania Avenue,Pennsylvania Avenue,,"A street unlike any other. It is known the world over as the heart of the Nation's Capital. America's history has marched, paraded, promenaded, and protested its way along the Avenue.","1 Pennsylvania Ave, NW",Washington,DC,20002,"lat:38.89426856, long:-77.02506554",https://www.nps.gov/paav/index.htm
29329926-4215-4E10-83B8-5CF162A0E3F1,pevi,Perry's Victory & International Peace,Perry's Victory & International Peace Memorial,Memorial,"Perry's Victory and International Peace Memorial was established to honor those who fought in the Battle of Lake Erie, during the War of 1812, and to celebrate the long-lasting peace among Great Britain, Canada and the U.S. The Memorial, a Doric column, rising 352 feet over Lake Erie is situated 5 miles from the longest undefended border in the world.",93 Delaware Avenue,Put-in-Bay,OH,43456,"lat:41.65449782, long:-82.8115794",https://www.nps.gov/pevi/index.htm
16B99840-35CB-4D14-BB83-136C371EFD2E,pete,Petersburg,Petersburg National Battlefield,National Battlefield,"Nine and a half months, 70,000 casualties, the suffering of civilians, thousands of U. S. Colored Troops fighting for the freedom of their race, and the decline of Gen. Robert E. Lee's Army of No. Virginia all describe the Siege of Petersburg. It was here Gen. Ulysses S. Grant cut off all of Petersburg's supply lines ensuring the fall of Richmond on April 3, 1865. Six days later, Lee surrendered.",Petersburg National Battlefield,Petersburg,VA,23803,"lat:37.19109957, long:-77.47594865",https://www.nps.gov/pete/index.htm
1ABD0EFF-AC09-4EA1-8CC1-2351A3E160D0,pefo,Petrified Forest,Petrified Forest National Park,National Park,"We will be closed Nov. 26 and Dec. 25, 2020. Did you know that Petrified Forest is perfect for exploration and discovery? While the park has all the wonders known for a century, there are many new adventures and discoveries to share. There are backcountry hikes into areas never open before such as Red Basin. There are new exhibits that bring the stories to life. Come rediscover Petrified Forest!",1 Park Road,Petrified Forest,AZ,86028,"lat:34.98387664, long:-109.7877678",https://www.nps.gov/pefo/index.htm
47CBA521-0A8A-4728-8BDA-85D269455A7A,petr,Petroglyph,Petroglyph National Monument,National Monument,"Petroglyph National Monument protects one of the largest petroglyph sites in North America, featuring designs and symbols carved onto volcanic rocks by Native Americans and Spanish settlers 400 to 700 years ago. These images are a valuable record of cultural expression and hold profound spiritual significance for contemporary Native Americans and for the descendants of the early Spanish settlers.",Visitor Information Center,Albuquerque,NM,87120,"lat:35.13915998, long:-106.7491456",https://www.nps.gov/petr/index.htm
8D803E2F-FB28-4DC3-9EDC-7FDAE185C092,piro,Pictured Rocks,Pictured Rocks National Lakeshore,National Lakeshore,"Sandstone cliffs, beaches, sand dunes, waterfalls, inland lakes, deep forest, and wild shoreline beckon you to visit Pictured Rocks National Lakeshore. The power of Lake Superior shapes the park's coastal features and affects every ecosystem, creating a unique landscape to explore. Hiking, camping, sightseeing, and four-season outdoor opportunities abound.",1505 Sand Point Road,Munising,MI,49862,"lat:46.56435642, long:-86.31628733",https://www.nps.gov/piro/index.htm
9B266961-3364-43D2-9A08-82BB5EF5643F,pinn,Pinnacles,Pinnacles National Park,National Park,"Some 23 million years ago multiple volcanoes erupted, flowed, and slid to form what would become Pinnacles National Park. What remains is a unique landscape. Travelers journey through chaparral, oak woodlands, and canyon bottoms. Hikers enter rare talus caves and emerge to towering rock spires teeming with life: prairie and peregrine falcons, golden eagles, and the inspiring California condor.",5000 Highway 146,Paicines,CA,95043,"lat:36.49029208, long:-121.1813607",https://www.nps.gov/pinn/index.htm
97145E4E-3909-4669-8102-9559F3C405D1,pisp,Pipe Spring,Pipe Spring National Monument,National Monument,"Beneath vermilion cliffs, American Indians, Mormon ranchers, plants, animals, and many others have depended on the life-giving water found at the desert oasis at Pipe Spring. Learn about settler and Kaibab Paiute life by exploring the museum, historic fort and cabins, garden, and Ridge Trail. Visit with rangers and ranch animals, and attend living history demonstrations and talks.",Pipe Spring National Monument,Fredonia,AZ,86022,"lat:36.86282666, long:-112.7398567",https://www.nps.gov/pisp/index.htm
932C699A-5680-4EA3-8C62-69A6A7D286C5,pipe,Pipestone,Pipestone National Monument,National Monument,"For countless generations, American Indians have quarried the red pipestone found at this site. These grounds are sacred to many people because the pipestone quarried here is carved into pipes used for prayer. Many believe that the pipe's smoke carries one's prayer to the Great Spirit. The traditions of quarrying and pipemaking continue here today.",36 Reservation Ave,Pipestone,MN,56164,"lat:44.01351958, long:-96.32475523",https://www.nps.gov/pipe/index.htm
0477F67A-A350-449F-B001-848F867F2CA2,pisc,Piscataway,Piscataway Park,Park,"Piscataway Park is home to bald eagles, beavers, deer, foxes, ospreys, and many other species. To complement the surroundings, the park has, in addition to a public fishing pier and two boardwalks over fresh water tidal wetlands, a variety of nature trails, meadows, and woodland areas. The Park is also home to National Colonial Farm.",3400 Bryan Point Road,Accokeek,MD,20607,"lat:38.68679958, long:-77.06659744",https://www.nps.gov/pisc/index.htm
B87424A7-92C3-49BA-BF16-A2EB16882376,pore,Point Reyes,Point Reyes National Seashore,National Seashore,"From its thunderous ocean breakers crashing against rocky headlands and expansive sand beaches to its open grasslands, brushy hillsides, and forested ridges, Point Reyes offers visitors over 1500 species of plants and animals to discover. Home to several cultures over thousands of years, the Seashore preserves a tapestry of stories and interactions of people. Point Reyes awaits your exploration.",1 Bear Valley Road,Point Reyes Station,CA,94956,"lat:38.05511241, long:-122.8797804",https://www.nps.gov/pore/index.htm
A0125F49-080E-4292-BD91-C1FA1657F547,poex,Pony Express,Pony Express National Historic Trail,National Historic Trail,It is hard to believe that young men once rode horses to carry mail from Missouri to California in the unprecedented time of only 10 days. This relay system along the Pony Express National Historic Trail in eight states was the most direct and practical means of east-west communications before the telegraph.,National Trails,Santa Fe,NM,87505,,https://www.nps.gov/poex/index.htm
F26E7620-3284-4F39-AB1B-98100B4AC6A7,poch,Port Chicago Naval Magazine,Port Chicago Naval Magazine National Memorial,National Memorial,"On the evening of July 17, 1944, residents in the San Francisco east bay area were jolted awake by a massive explosion that cracked windows and lit up the night sky. At Port Chicago Naval Magazine, 320 men were instantly killed when two ships being loaded with ammunition for the Pacific theater troops blew up. It was WWII's worst home front disaster.",4202 Alhambra Ave,Martinez,CA,94553,"lat:38.05685472, long:-122.0301603",https://www.nps.gov/poch/index.htm
B7429C72-D8CA-46D9-8E89-E659259D8EEF,pohe,Potomac Heritage,Potomac Heritage National Scenic Trail,National Scenic Trail,"Over thousands of years, the Potomac River wound its way through layers of rock. Carving limestone cliffs, roaring falls, and serene winding bends, these waters created a landscape and shaped a nation. Today, the Potomac River corridor is rich in both history and recreation. Offering a chance to both explore your heritage and choose your adventure along the way. Start your journey below!",Potomac Heritage NST Office,Washington,DC,20242,"lat:39.1506013340668, long:-77.5230108485372",https://www.nps.gov/pohe/index.htm
DC9185D6-CCA9-4F40-AE53-5D77DE35E202,popo,Poverty Point,Poverty Point National Monument,National Monument,"Now a nearly forgotten culture, Poverty Point at its peak 3,000 years ago was part of an enormous trading network that stretched for hundreds of miles across the continent. It was - and is - also an engineering marvel, the product of five million hours of labor. Explore the culture of a highly sophisticated people who left behind one of North America’s most important archeological sites.",6859 Hwy. 577,Pioneer,LA,71266,"lat:32.6424361, long:-91.40829834",https://www.nps.gov/popo/index.htm
E7C945ED-4224-4539-B2AE-97A5B229FA74,wicl,President William Jefferson Clinton Birthplace Home,President William Jefferson Clinton Birthplace Home National Historic Site,National Historic Site,"Virginia Cassidy-Blythe gave birth to a son, William Jefferson Blythe III, on August 19, 1946. Named for the father who had died shortly before his birth, this young man would become the 42nd President of the United States - William Jefferson Clinton. In this birthplace home, he learned early life lessons that would define his presidency and continue to shape his life after the White House.",117 South Hervey Street,Hope,AR,71801,"lat:33.66758356, long:-93.59641868",https://www.nps.gov/wicl/index.htm
C59FE971-54EE-447C-9DCE-CB781949B0B8,whho,President's Park (White House),President's Park (White House),,"Every president except George Washington has called the White House and its surrounding grounds his place of work, rest, and solitude. Recognizable around the world, the White House stands as a symbol of democracy. The White House and its park grounds serve not only as the seat of the executive branch of government of the United States of America, but also as an iconic place for civil discourse.","1450 Pennsylvania Ave., NW",Washington,DC,20230,"lat:38.89541886, long:-77.03654147",https://www.nps.gov/whho/index.htm
75DD7A23-4BCF-4D11-A407-E282C2417DA4,prsf,Presidio of San Francisco,Presidio of San Francisco,,"For 218 years, the Presidio served as an army post for three nations. World and local events, from military campaigns to World Fairs and earthquakes, left their mark. Come enjoy the history and the natural beauty of the Presidio. Explore centuries of architecture. Reflect in a national cemetery. Walk along an historic airfield, through forests or to beaches, and admire spectacular vistas.",Presidio of San Francisco,San Francisco,CA,94129,"lat:37.79718395, long:-122.4662415",https://www.nps.gov/prsf/index.htm
28ECD546-FD68-4640-8A31-773F7F7A5211,prwi,Prince William Forest,Prince William Forest Park,Park,"Prince William Forest Park is an oasis, a respite of quiet and calm. In 1936, Chopawamsic Recreation Area opened its gates to house children's 'relief' camps during the Great Depression. Renamed Prince William Forest Park in 1948, these fragrant woods and trickling streams have welcomed generations of campers, hikers, bikers and nature lovers. Discover Northern Virginia's best kept secret!",18170 Park Entrance Road,Triangle,VA,22172,"lat:38.58589108, long:-77.38910997",https://www.nps.gov/prwi/index.htm
9C680E81-C4DC-46DD-BF33-8189828FF887,puhe,Pu`ukohol&#257; Heiau,Pu`ukohol&#257; Heiau National Historic Site,National Historic Site,"How many places in America can you walk in the footsteps of a king? Where else has a stranded sailor risen up to become a great chief over an entire island? Where else can you experience the culminating event of a people, foretold from centuries past? Where else can you stand on a beach and watch as sharks pass over a submerged temple? Experience all this and much more – only at Pu'ukoholā Heiau!",Pu'ukohola Heiau National Historic Site,Kawaihae,HI,96743,"lat:20.02772186, long:-155.8211629",https://www.nps.gov/puhe/index.htm
36223C80-D2F3-45E3-9C44-BEA58A072985,pull,Pullman,Pullman National Monument,National Monument,"In a growing Chicago neighborhood, diverse people and stories intertwined. All were seeking opportunity. Some succeeded. Others were limited—by race, gender, or economic status. Their stories came together in Pullman, a planned industrial community famed for its urban design and architecture.",11141 S. Cottage Grove,Chicago,IL,60628,"lat:41.69429163, long:-87.60873824",https://www.nps.gov/pull/index.htm
632CA28B-F67C-4BDB-A209-42A8332EE6D0,puho,Puʻuhonua o Hōnaunau,Puʻuhonua o Hōnaunau National Historical Park,National Historical Park,"Imagine you had just broken the sacred laws, the kapu, and the only punishment was death. Your only chance of survival is to elude your pursuers and reach the Puʻuhonua, a place of refuge. The Puʻuhonua protected the kapu breaker, defeated warriors, as well as civilians during the time of battle. No physical harm could come to those who reached the boundaries of the Puʻuhonua.",Highway 160,Hōnaunau,HI,96726,"lat:19.41268627, long:-155.9008789",https://www.nps.gov/puho/index.htm
CF02A7E7-147F-4F1C-966B-FE3F2AE28DDC,rabr,Rainbow Bridge,Rainbow Bridge National Monument,National Monument,"Rainbow Bridge is one of the world's largest known natural bridges. The span has undoubtedly inspired people throughout time--from the neighboring American Indian tribes who consider Rainbow Bridge sacred, to the 85,000 people from around the world who visit it each year. Please visit Rainbow Bridge in a spirit that honors and respects the cultures to whom it is sacred.",Rainbow Bridge National Monument,Lake Powell,UT,00000,"lat:36.9943264317074, long:-111.491484759378",https://www.nps.gov/rabr/index.htm
31B7A1C7-104D-4D35-BC85-FEFAC3FECEB0,reer,Reconstruction Era,Reconstruction Era National Historical Park,National Historical Park,"The Reconstruction era,1861-1900 the historic period in which the United States grappled with the question of how to integrate millions of newly freed African Americans into social, political,economic, and labor systems, was a time of significant transformation. The people, places, and events in Beaufort County, South Carolina, reflect on the most important issues of this tumultuous time period.",706 Craven Street,Beaufort,SC,29902,"lat:32.3868598937988, long:-80.6511077880859",https://www.nps.gov/reer/index.htm
041B325C-A34F-4027-8E41-1DF3F9A1D799,redw,Redwood,Redwood National and State Parks,National and State Parks,"Most people know Redwood as home to the tallest trees on Earth. But the parks also protect vast prairies, oak woodlands, wild riverways, and nearly 40 miles of rugged coastline. People have lived in this verdant landscape since time immemorial. Together, the National Park Service and California State Parks are managing and restoring these lands for the inspiration, enjoyment, and education of all.",1111 Second Street,Crescent City,CA,95531,"lat:41.37237268, long:-124.0318129",https://www.nps.gov/redw/index.htm
3D026091-7EFB-405D-A8F2-D9109DE9740A,rich,Richmond,Richmond National Battlefield Park,National Battlefield Park,"The center of Confederate manufacturing fueled a modern war, one of the South’s largest hospitals gave care to the sick and wounded, and armies battled on open fields and in miles of defensive earthworks. From 1861 to 1865, Richmond’s fate would determine America’s future.",470 Tredegar Street,Richmond,VA,23219,"lat:37.48774472, long:-77.29107785",https://www.nps.gov/rich/index.htm
E1A636E5-E7AC-4B71-93DE-F1408F65C458,rigr,Rio Grande,Rio Grande Wild & Scenic River,Wild & Scenic River,"It is an irresistible playground where unruly rapids check your skills as a canyon wren’s definitive call cascades down ancient limestone cliffs. Below the chasm, the canyon’s raw beauty dances across mirrored water. While the primal nature of the river stirs hunger for spirited adventure, the river is also an undulant ribbon of wetland corridor and, against all odds, the lifeblood of the desert.",Rio Grande Wild & Scenic River,Big Bend National Park,TX,79834,"lat:29.52743158, long:-102.5979169",https://www.nps.gov/rigr/index.htm
0AEC82D5-0D49-492A-9936-DBE44AF69F09,rira,River Raisin,River Raisin National Battlefield Park,National Battlefield Park,"River Raisin National Battlefield Park preserves, commemorates, and interprets the January 1813 battles of the War of 1812 and their aftermath in Monroe and Wayne counties in SE Michigan. The Battle resulted in the greatest victory for Tecumseh’s American Indian confederation and the greatest defeat for the U.S. The resulting rally cry “Remember the Raisin” spurred support for the rest of the war.",333 N. Dixie Hwy.,Monroe,MI,48162,"lat:41.91291085, long:-83.37620464",https://www.nps.gov/rira/index.htm
45A0D47E-E4BF-47D6-91AE-CF1813916D36,rist,Rivers Of Steel,Rivers Of Steel National Heritage Area,National Heritage Area,"Situated in southwestern Pennsylvania, the Rivers of Steel National Heritage Area reveals how one region, in a sustained and thunderous blast of innovation, ambition and fire, forever changed America and its place in the world. It is the story of the industrialists and the workers who pushed an infant industry to it ultimate limits and in doing so pushed the world into the Age of Steel.",623 E. Eighth Avenue,Homestead,PA,15120,"lat:40.2995758056641, long:-79.8619613647461",https://www.nps.gov/rist/index.htm
D06293DF-25C4-4065-B0C7-BA5A225D3BF3,rocr,Rock Creek,Rock Creek Park,Park,"Rock Creek Park is truly a gem in our nation's capital. This 1,754 acre city park was officially authorized in 1890, making it the third national park to be designated by the federal government. It offers visitors the opportunity to escape the bustle of the city and find a peaceful refuge, recreation, fresh air, majestic trees, wild animals, and thousands of years of human history.","5200 Glover Rd, NW",Washington,DC,20015,"lat:38.95125063, long:-77.05002838",https://www.nps.gov/rocr/index.htm
67A56B17-F533-4A56-B2DA-26091C6AD295,romo,Rocky Mountain,Rocky Mountain National Park,National Park,"Rocky Mountain National Park’s 415 square miles encompass and protect spectacular mountain environments. Enjoy Trail Ridge Road – which crests at over 12,000 feet including many overlooks to experience the subalpine and alpine worlds – along with over 300 miles of hiking trails, wildflowers, wildlife, starry nights, and fun times. In a world of superlatives, Rocky is on top!",1000 US Hwy 36,Estes Park,CO,80517,"lat:40.3556924, long:-105.6972879",https://www.nps.gov/romo/index.htm
0419867F-20D9-49CF-BC42-88F5A70AD32D,rowi,Roger Williams,Roger Williams National Memorial,National Memorial,"Roger Williams National Memorial commemorates the life of the founder of Rhode Island and a champion of the ideal of religious freedom. Williams, banished from Massachusetts for his beliefs, founded Providence in 1636. This colony served as a refuge where all could come to worship as their conscience dictated without interference from the state.",282 North Main Street,Providence,RI,02903,"lat:41.8298955, long:-71.41056665",https://www.nps.gov/rowi/index.htm
05106DE8-D6F2-4088-9834-79462FBDDA21,roca,Roosevelt Campobello,Roosevelt Campobello International Park,International Park,"For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his family the same active pursuits he enjoyed on the island as child. Although he visited less frequently after contracting polio, Campobello remained important to FDR. Today Roosevelt Campobello International Park serves as a memorial to FDR and a symbol of cooperation between the U.S. and Canada.",PO Box 129,Lubec,ME,04652,"lat:44.87357167, long:-66.96209908",https://www.nps.gov/roca/index.htm
69F87C0F-AABE-4C34-97D3-F6DF33ACD772,rori,Rosie the Riveter WWII Home Front,Rosie the Riveter WWII Home Front National Historical Park,National Historical Park,"Explore and honor the efforts and sacrifices of American civilians on the World War II home front. Find out how they lived, worked and got along. Many faces, many stories, many truths weave a complex tapestry of myths and realities from this time of opportunity and loss.","1414 Harbour Way South, Suite 3000",Richmond,CA,94804,"lat:37.90999027, long:-122.360156",https://www.nps.gov/rori/index.htm
FDD929A5-1D56-41DD-8A04-5FF77023340C,ruca,Russell Cave,Russell Cave National Monument,National Monument,"Russell Cave is an archeological site with one of the most complete records of prehistoric cultures in the Southeast. In the 1950s, archeologists uncovered a large quantity of artifacts representing over 10,000 years of use in a single place. Today, Russell Cave National Monument helps bring to light many cultural developments of phenomenal human journeys.",3729 County Road 98,Bridgeport,AL,35740,"lat:34.97402063, long:-85.81560314",https://www.nps.gov/ruca/index.htm
BA5A0D58-E05F-44AE-94F1-10A88A4AF143,sahi,Sagamore Hill,Sagamore Hill National Historic Site,National Historic Site,"Sagamore Hill was the home of Theodore Roosevelt, 26th President of the United States, from 1885 until his death in 1919. During Roosevelt's time in office, his ""Summer White House"" was the focus of international attention. Explore 83 acres of natural surroundings and historic buildings and become inspired by the legacy of one of America's most popular presidents.",20 Sagamore Hill Road,Oyster Bay,NY,11771,"lat:40.88579128, long:-73.49686438",https://www.nps.gov/sahi/index.htm
A6F169CF-B830-499C-A5EB-A35138C77589,sagu,Saguaro,Saguaro National Park,National Park,"Tucson, Arizona is home to the nation's largest cacti. The giant saguaro is the universal symbol of the American west. These majestic plants, found only in a small portion of the United States, are protected by Saguaro National Park, to the east and west of the modern city of Tucson. Here you have a chance to see these enormous cacti, silhouetted by the beauty of a magnificent desert sunset.",3693 S Old Spanish Trail,Tucson,AZ,85730,"lat:32.20909636, long:-110.7574974",https://www.nps.gov/sagu/index.htm
57B2D95A-6D3E-49D6-BF73-623D6BD33D06,sacr,Saint Croix Island,Saint Croix Island International Historic Site,International Historic Site,"The winter of 1604-1605 on Saint Croix Island was a cruel one for Pierre Dugua's French expedition. Iced in by freezing temperatures and cut off from fresh water and game, 35 of 79 men died. As spring arrived and native people traded game for bread, the health of those remaining improved. Although the expedition moved on by summer, the beginning of French presence in North America had begun.",84 Saint Croix Drive,Calais,ME,04619,"lat:45.12858838, long:-67.13363651",https://www.nps.gov/sacr/index.htm
5CB26B91-B888-46E0-95E1-0683A63C45B0,sacn,Saint Croix,Saint Croix National Scenic Riverway,National Scenic Riverway,"Grab your paddle and your longing for adventure and head to the St. Croix and Namekagon rivers! Together they form the St. Croix National Scenic Riverway, offering over 200 miles of clean water that glides and rushes through a forested landscape. Paddle, boat, fish, and camp among this wild and scenic beauty. Hiking and historic towns also beckon.",401 North Hamilton Street,St. Croix Falls,WI,54024,"lat:45.70019235, long:-92.36126685",https://www.nps.gov/sacn/index.htm
7E946FDE-C454-4361-98A5-F60158B42770,sapa,Saint Paul's Church,Saint Paul's Church National Historic Site,National Historic Site,"Since 1665, Saint Paul's Church played a vital role in the colonial life of Eastchester, 20 miles north of New York City. Townspeople voted at the nearby Village Green; local militia drilled outside its doors. But the American Revolution changed everything. American, British and Hessian troops tore down the old wooden meetinghouse for firewood and used the unfinished stone chapel as a hospital.",897 South Columbus Avenue,Mount Vernon,NY,10550,"lat:40.89283511, long:-73.82577276",https://www.nps.gov/sapa/index.htm
0FC25325-87AA-4325-A6B7-C404D94B16DB,saga,Saint-Gaudens,Saint-Gaudens National Historical Park,National Historical Park,"Augustus Saint-Gaudens, one of America's greatest sculptors lived here seasonally starting in 1885, and year-round 1900 until his death in 1907. Experience the park grounds, where several of Saint-Gaudens bronze sculptures are on view throughout the year, & trails wind through the woods. Learn more about the park.",139 Saint Gaudens Road,Cornish,NH,03745,"lat:43.4997238, long:-72.37333969",https://www.nps.gov/saga/index.htm
3C5998C3-F130-4E4C-8BA4-C1B25E728CE0,sama,Salem Maritime,Salem Maritime National Historic Site,National Historic Site,"Established on March 17, 1938 as the first National Historic Site in the United States, Salem Maritime National Historic Site consists of nine acres of land and twelve historic structures along the Salem waterfront, as well as a downtown visitor center. Located in the urban setting of Salem, the park preserves and interprets over 600 years of New England's maritime history and global connections.",Salem Armory Visitor Center,Salem,MA,01970,"lat:42.52024529, long:-70.88640867",https://www.nps.gov/sama/index.htm
4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,sapu,Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",Salinas Pueblo Missions National Monument,Mountainair,NM,87036-0517,"lat:34.35423203, long:-106.2050309",https://www.nps.gov/sapu/index.htm
E84CCC52-A22F-42D6-86F1-198D818C25DD,sari,Salt River Bay,Salt River Bay National Historical Park and Ecological Preserve,National Historical Park and Ecological Preserve,Salt River Bay National Historical Park and Ecological Preserve uniquely documents the human and natural Caribbean world from the earliest indigenous settlements in the central Caribbean to their clash with seven different colonial European powers to the present day.,Route 75 Salt River Bay,Christiansted,VI,00820,"lat:17.77908602, long:-64.75519348",https://www.nps.gov/sari/index.htm
CCE1AD17-9B13-4D74-9CAC-0278D5477316,saan,San Antonio Missions,San Antonio Missions National Historical Park,National Historical Park,"After 10,000 years, the people of South Texas found their cultures, their very lives under attack. In the early 1700s Apache raided from the north, deadly diseases traveled from Mexico, and drought lingered. Survival lay in the missions. By entering a mission, they foreswore their traditional life to become Spanish, accepting a new religion and pledging fealty to a distant and unseen king.",Visitor Center at Mission San José,San Antonio,TX,78214,"lat:29.31262089, long:-98.4289522",https://www.nps.gov/saan/index.htm
C75450D2-9223-4D5F-9BA4-28DBB92CD507,safr,San Francisco Maritime,San Francisco Maritime National Historical Park,National Historical Park,"Located in the Fisherman's Wharf neighborhood, San Francisco Maritime National Historical Park offers visitors the sights, sounds, smells and stories of Pacific Coast maritime history. The Park includes a magnificent fleet of historic ships, a Visitor Center, Maritime Museum, Maritime Research Center, and Aquatic Park Historic District.",2905 Hyde Street,San Francisco,CA,94109,"lat:37.81005871, long:-122.4244415",https://www.nps.gov/safr/index.htm
63A8DCC0-0A62-4164-BF0B-51F6369B9E8B,sajh,San Juan Island,San Juan Island National Historical Park,National Historical Park,"San Juan Island is well known for splendid vistas, saltwater shore, quiet woodlands, orca whales and one of the last remaining native prairies in the Puget Sound/Northern Straits region. But it was also here in 1859 that the United States and Great Britain nearly went to war over possession of the island, the crisis ignited by the death of a pig.",4668 Cattle Point Rd.,Friday Harbor,WA,98250,"lat:48.51241933, long:-123.0610277",https://www.nps.gov/sajh/index.htm
2E4D4918-95DF-4D99-9DEC-C6ADEB330281,saju,San Juan,San Juan National Historic Site,National Historic Site,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,501 Norzagaray Street,San Juan,PR,00901,"lat:18.46873857, long:-66.11848623",https://www.nps.gov/saju/index.htm
13E255FA-F68C-491C-828C-59E5B4FA2600,sand,Sand Creek Massacre,Sand Creek Massacre National Historic Site,National Historic Site,"The Sand Creek Massacre: profound, symbolic, spiritual, controversial, a site unlike any other in America. As 675 cavalrymen came around a prairie bend, the camps of Chiefs Black Kettle, White Antelope, and Left Hand lay in the valley before them. Chaotic, horrific, tumultuous, and bloody, the events of November 29, 1864 changed the course of history.",1301 Maine St,Eads,CO,81036-,"lat:38.56414189, long:-102.5169542",https://www.nps.gov/sand/index.htm
2B14155F-0E31-43F3-8B87-8B1DA6FA0BF7,safe,Santa Fe,Santa Fe National Historic Trail,National Historic Trail,"You can almost hear the whoops and cries of ""All's set!"" as trail hands hitched their oxen to freight wagons carrying cargo between western Missouri and Santa Fe, New Mexico. Follow the Santa Fe National Historic Trail through five states and you'll find adventure and evidence of past travelers who made this remarkable trip before you!",National Trails,Santa Fe,NM,87505,,https://www.nps.gov/safe/index.htm
